lease_bs_brand_jqxx.brandid,lease_bs_brand_jqxx.brandname,lease_bs_brand_jqxx.brandnameen,lease_bs_brand_jqxx.brandnamech,lease_bs_brand_jqxx.recordstatus,lease_bs_brand_jqxx.formatname,lease_bs_brand_jqxx.mainformatname,lease_bs_brand_jqxx.detailformatname
1030055,欧瑞意,ORY,欧瑞意,ACTIVE,生活精品,个人护理,化妆品集合店
1030073,伊素辰,无,伊素辰,ACTIVE,服装服饰,女装,少淑女
1030102,帝一品牌特卖会,无,帝一品牌特卖会,ACTIVE,服装服饰,男女集合,国内休闲
1031243,Lens Love,Lens Love,Lens Love,ACTIVE,生活精品,杂品配饰,眼镜
1031295,SHOW ROOM,SHOW ROOM,SHOW ROOM,ACTIVE,服装服饰,女装,少淑女
1031305,Y1_NailStudio,Y1_NailStudio,Y1_NailStudio,ACTIVE,体验业态,专业美护,美睫美甲
1031255,MOVE UP kids,MOVE UP kids,MOVE UP kids,ACTIVE,儿童业态,儿童零售,儿童服饰
1029588,花堡,无,花堡,ACTIVE,体验业态,生活服务,婚庆花艺
1029582,KLF,无,KLF,ACTIVE,生活精品,黄金珠宝,黄金
1029576,胡图岛,Hutu dao,胡图岛,ACTIVE,儿童业态,儿童零售,儿童服饰
1029605,绿典彩棉,gretton,绿典彩棉,ACTIVE,儿童业态,儿童零售,儿童服饰
1028781,陌上,无,陌上,ACTIVE,服装服饰,女装,少淑女
1028747,24小时,无,24小时,ACTIVE,生活精品,鞋品箱包,鞋品
1029756,闲然生活馆,无,闲然生活馆,ACTIVE,生活精品,家居家用,家居家饰
1029755,刻为,无,刻为,ACTIVE,服装服饰,男女集合,国内休闲
1029795,小鹿披萨,fawn pizza,小鹿披萨,ACTIVE,餐饮美食,异国餐饮,意餐
1028291,小愚,无,小愚,ACTIVE,服装服饰,女装,少淑女
1029741,XII BASKET,XII BASKET,XII BASKET,ACTIVE,服装服饰,女装,少淑女
1029745,EACHWAY+CARMEN,EACHWAY+CARMEN,EACHWAY+CARMEN,ACTIVE,服装服饰,女装,少淑女
1029746,淘淘乐园,无,淘淘乐园,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1028487,心养主张,无,心养主张,ACTIVE,生活精品,烟酒食品,滋补保健
1029552,黄鹤楼（餐饮）,无,黄鹤楼（餐饮）,ACTIVE,餐饮美食,中餐,时尚融合菜
1029564,锅上锅下,无,锅上锅下,ACTIVE,餐饮美食,锅类,清汤火锅
1029512,MACMIOCO,MACMIOCO,MACMIOCO,ACTIVE,儿童业态,儿童零售,儿童服饰
1029544,巨宝盆,巨宝盆,巨宝盆,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1029561,湾捞王,无,湾捞王,ACTIVE,餐饮美食,锅类,清汤火锅
1028468,大叔来了,无,大叔来了,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1028630,KATE,KATE,KATE,ACTIVE,生活精品,个人护理,化妆品
1028410,YOULUD,YOULUD,YOULUD,ACTIVE,餐饮美食,饮品烘焙,甜品
1028520,顷刻,顷刻,顷刻,ACTIVE,生活精品,钟表,钟表
1028850,九九站,JOYJOY,九九站,ACTIVE,生活精品,鞋品箱包,鞋品
1029614,麻太君,无,麻太君,ACTIVE,餐饮美食,烧烤,烤鱼
1029334,泰香火锅,无,泰香火锅,ACTIVE,餐饮美食,异国餐饮,泰餐
1029131,玉堂码头,无,玉堂码头,ACTIVE,餐饮美食,锅类,川渝火锅
1029681,爱上西北,无,爱上西北,ACTIVE,餐饮美食,中餐,西北菜
1029684,伊艳内衣馆,无,伊艳内衣馆,ACTIVE,生活精品,家居家用,内衣袜品
1029683,ANNA,ANNA,ANNA,ACTIVE,服装服饰,女装,少淑女
1030696,娱堂娱乐体验馆,无,娱堂娱乐体验馆,ACTIVE,体验业态,文化娱乐,室内休闲娱乐
1030695,锦瑞口腔,无,锦瑞口腔,ACTIVE,体验业态,医疗保健,健齿健发
1030694,禾麦秀,HEMESO,禾麦秀,ACTIVE,生活精品,家居家用,家居家饰
1030693,绮瑞生活馆,无,绮瑞生活馆,ACTIVE,生活精品,家居家用,内衣袜品
1030729,茜妮雅,无,茜妮雅,ACTIVE,服装服饰,女装,少淑女
1029899,歌雅,无,歌雅,ACTIVE,体验业态,专业美护,美容美发
1029835,能力风暴,Abilix,能力风暴,ACTIVE,儿童业态,儿童教育,儿童培训
1030152,花千代秘制烤鱼,无,花千代秘制烤鱼,ACTIVE,餐饮美食,烧烤,烤鱼
1030064,CK造型,CK造型,CK造型,ACTIVE,体验业态,专业美护,美容美发
1030068,象印家居生活体验馆,ZOJIRUSHI,象印家居生活体验馆,ACTIVE,生活精品,家居家用,家居家饰
1030838,容嬷嬷,无,容嬷嬷,ACTIVE,餐饮美食,简餐,中式快餐
1030873,爱婴站,无,爱婴站,ACTIVE,儿童业态,儿童零售,孕婴童用品
1030969,草莓姑娘,Strawberry girl,草莓姑娘,ACTIVE,餐饮美食,饮品烘焙,甜品
1030963,梦幻沙滩,Dream beach,梦幻沙滩,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1030151,靓人堂,无,靓人堂,ACTIVE,生活精品,个人护理,化妆品集合店
1030060,HOLLI&COSNO,HOLLI&COSNO,HOLLI&COSNO,ACTIVE,服装服饰,男装,潮流
1030074,CTF保税店,CTF保税店,CTF保税店,ACTIVE,生活精品,家居家用,家居家饰
1030075,威尔购,无,威尔购,ACTIVE,儿童业态,儿童零售,孕婴童用品
1030211,可可屋,可可屋,可可屋,ACTIVE,生活精品,家居家用,家居家饰
1030479,审美美甲,无,审美美甲,ACTIVE,体验业态,专业美护,美睫美甲
1029878,TIGERSPOOR,TIGERSPOOR,TIGERSPOOR,ACTIVE,生活精品,鞋品箱包,鞋品
1029794,京小厨北京烤鸭,jingxiaochubeijingkaoya,京小厨北京烤鸭,ACTIVE,餐饮美食,中餐,鲁京菜
1030150,爱童加族,无,爱童加族,ACTIVE,儿童业态,儿童零售,儿童服饰
1030355,庆龙大药房,无,庆龙大药房,ACTIVE,体验业态,医疗保健,药店
1031125,庄记名品,无,庄记名品,ACTIVE,服装服饰,男女集合,国内休闲
1030523,家和春饼,家和春饼,家和春饼,ACTIVE,餐饮美食,简餐,特色小吃
1030568,童萌奇季,无,童萌奇季,ACTIVE,儿童业态,儿童服务,儿童配套服务
1030576,松枝记,无,松枝记,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
1030654,魔粉家,无,魔粉家,ACTIVE,餐饮美食,简餐,米线/米粉
1028738,棒棰岛海参,bangcuidao,棒棰岛海参,ACTIVE,生活精品,烟酒食品,滋补保健
1028835,maxi-cosi,maxi-cosi,maxi-cosi,ACTIVE,儿童业态,儿童零售,孕婴童用品
1028839,Letv 体验中心,无,Letv 体验中心,ACTIVE,生活精品,数码电子,数码集合
1028920,儿童运动集合馆,无,儿童运动集合馆,ACTIVE,儿童业态,儿童零售,儿童服饰
1028538,乐动恐龙,ledomgkonglong,乐动恐龙,ACTIVE,儿童业态,儿童零售,文教玩具
1028866,鱼当家,无,鱼当家,ACTIVE,餐饮美食,锅类,鱼火锅
1028869,好当家,HOMEY,好当家,ACTIVE,餐饮美食,中餐,时尚融合菜
1028872,辣潮川,无,辣潮川,ACTIVE,餐饮美食,锅类,干锅
1029621,EPL,EPL,EPL,ACTIVE,生活精品,鞋品箱包,箱包
1029613,J-YL,J-YL,J-YL,ACTIVE,服装服饰,女装,少淑女
1029631,点点母婴综合馆,无,点点母婴综合馆,ACTIVE,儿童业态,儿童零售,孕婴童用品
1029633,361°kids,无,361°kids,ACTIVE,儿童业态,儿童零售,儿童服饰
1029640,植木西,ROMOCIE,植木西,ACTIVE,服装服饰,男女集合,国内休闲
1029643,JPT,JPT,JPT,ACTIVE,服装服饰,男装,潮流
1029149,原味南,无,原味南,ACTIVE,餐饮美食,中餐,时尚融合菜
1029172,野世烤肉,无,野世烤肉,ACTIVE,餐饮美食,异国餐饮,韩式烤肉
1029224,滇铺子,无,滇铺子,ACTIVE,餐饮美食,中餐,云贵菜
1029221,秀场叫板,无,秀场叫板,ACTIVE,餐饮美食,烧烤,铁板烧
1029219,捌球会,baqiuhui,捌球会,ACTIVE,体验业态,文化娱乐,体育竞技
1029362,Aspire电子烟,Aspire电子烟,Aspire电子烟,ACTIVE,生活精品,杂品配饰,配饰
1028775,紫薇女装,无,紫薇女装,ACTIVE,服装服饰,女装,少淑女
1028701,枫风亭,无,枫风亭,ACTIVE,餐饮美食,异国餐饮,日式料理
1028669,舫原手工馆,无,舫原手工馆,ACTIVE,生活精品,杂品配饰,杂品集合
1028740,大厦药房,无,大厦药房,ACTIVE,体验业态,医疗保健,药店
1029443,汐汐,无,汐汐,ACTIVE,餐饮美食,锅类,鱼火锅
1029538,自然之城,ziranzhicheng,自然之城,ACTIVE,大型零售,主题集合店,家具
1029535,英科机器人,英科机器人,英科机器人,ACTIVE,儿童业态,儿童教育,儿童培训
1029522,鑫百岁,无,鑫百岁,ACTIVE,餐饮美食,锅类,鱼火锅
1028407,面包好了,无,面包好了,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1028627,展菲儿,ZhanFavor,展菲儿,ACTIVE,服装服饰,女装,少淑女
1029024,小象Q比,SEQB,小象Q比,ACTIVE,儿童业态,儿童零售,儿童服饰
1029687,梦语者,无,梦语者,ACTIVE,体验业态,文化娱乐,室内休闲娱乐
1029703,小锅爱情,xiaoguoaiqing,小锅爱情,ACTIVE,餐饮美食,锅类,小涮锅
1030960,团团仙踪,All of Oz,团团仙踪,ACTIVE,餐饮美食,异国餐饮,西式简餐
1030020,阿娇云南过桥米线,无,阿娇云南过桥米线,ACTIVE,餐饮美食,简餐,米线/米粉
1030053,诺艺,Royal,诺艺,ACTIVE,儿童业态,儿童教育,儿童培训
1030156,cools Dream,cools Dream,cools Dream,ACTIVE,体验业态,生活服务,摄影冲印
1030179,金贝儿国际亲子园,无,金贝儿国际亲子园,ACTIVE,儿童业态,儿童教育,儿童早教
1030257,自然共和国,无,自然共和国,ACTIVE,生活精品,个人护理,化妆品
1030249,科柏妮,无,科柏妮,ACTIVE,生活精品,家居家用,家居家饰
1030320,蓉记干锅,无,蓉记干锅,ACTIVE,餐饮美食,锅类,干锅
1030319,嗨，烤匠,无,嗨，烤匠,ACTIVE,餐饮美食,烧烤,烤鱼
1030317,初客牛排,无,初客牛排,ACTIVE,餐饮美食,异国餐饮,法餐
1030749,蛋壳披萨,无,蛋壳披萨,ACTIVE,餐饮美食,异国餐饮,意餐
1030748,京城御面堂,无,京城御面堂,ACTIVE,餐饮美食,简餐,中式面
1030742,VR体验馆,无,VR体验馆,ACTIVE,体验业态,文化娱乐,VR/DIY体验
1030689,登喜路,无,登喜路,ACTIVE,生活精品,杂品配饰,杂品集合
1030780,靓煮小海鲜自助火锅,无,靓煮小海鲜自助火锅,ACTIVE,餐饮美食,锅类,小涮锅
1030764,乐优家,乐优家,乐优家,ACTIVE,生活精品,家居家用,家居家饰
1030762,剑桥童装,剑桥童装,剑桥童装,ACTIVE,儿童业态,儿童零售,儿童服饰
1030652,新光饰品,无,新光饰品,ACTIVE,生活精品,杂品配饰,杂品集合
1030642,钰珑阁,无,钰珑阁,ACTIVE,生活精品,黄金珠宝,其他珠宝
1029772,玉丰斋,无,玉丰斋,ACTIVE,生活精品,黄金珠宝,其他珠宝
1029781,黑白男装,无,黑白男装,ACTIVE,服装服饰,男装,潮流
1029931,波士顿,BOSTON,波士顿,ACTIVE,餐饮美食,异国餐饮,西式简餐
1029812,野人牧坊,野人牧坊,野人牧坊,ACTIVE,餐饮美食,饮品烘焙,冰淇淋
1029363,福祥皮具之家,福祥皮具之家,福祥皮具之家,ACTIVE,生活精品,鞋品箱包,箱包
1029918,哇小面,哇小面,哇小面,ACTIVE,餐饮美食,简餐,中式面
1029923,高凡生活馆,无,高凡生活馆,ACTIVE,服装服饰,男女集合,国内休闲
1030651,CY美甲,CY美甲,CY美甲,ACTIVE,体验业态,专业美护,美睫美甲
1030650,千姿秀,QIANZIXIU,千姿秀,ACTIVE,生活精品,杂品配饰,配饰
1030661,千叶珠宝,无,千叶珠宝,ACTIVE,生活精品,黄金珠宝,钻石
1030659,众城装饰,无,众城装饰,ACTIVE,体验业态,生活服务,家装定制
1030656,慕斯寝具,无,慕斯寝具,ACTIVE,生活精品,家居家用,家居家饰
1030640,比华利.保罗,无,比华利.保罗,ACTIVE,服装服饰,男装,时尚
1030635,大德汇通,无,大德汇通,ACTIVE,生活精品,数码电子,数码集合
1030216,逸轩智能生活馆,YIXUAN,逸轩智能生活馆,ACTIVE,生活精品,家居家用,家居家饰
1029299,101牛排,无,101牛排,ACTIVE,餐饮美食,异国餐饮,法餐
1029181,花样儿无国界美食餐厅,无,花样儿无国界美食餐厅,ACTIVE,餐饮美食,异国餐饮,西式简餐
1029182,醇味三江,无,醇味三江,ACTIVE,餐饮美食,简餐,特色小吃
1029174,欧巴韩国料理,无,欧巴韩国料理,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1029176,好望角韩式烤肉,无,好望角韩式烤肉,ACTIVE,餐饮美食,异国餐饮,韩式烤肉
1028369,京香记,Beijing famous DISH,京香记,ACTIVE,餐饮美食,中餐,鲁京菜
1028766,双利网咖,无,双利网咖,ACTIVE,体验业态,文化娱乐,书吧网吧
1029106,七公主卷饼,无,七公主卷饼,ACTIVE,餐饮美食,简餐,特色小吃
1029100,钓渔岛风情烤鱼,无,钓渔岛风情烤鱼,ACTIVE,餐饮美食,烧烤,烤鱼
1029074,大咖伟业手机连锁,dakaweiye,大咖伟业手机连锁,ACTIVE,生活精品,数码电子,数码集合
1029033,功夫牛排,无,功夫牛排,ACTIVE,餐饮美食,异国餐饮,法餐
1029032,老西儿,无,老西儿,ACTIVE,餐饮美食,简餐,中式面
1029029,恒记良品,无,恒记良品,ACTIVE,餐饮美食,饮品烘焙,甜品
1029031,维普会,vapsale,维普会,ACTIVE,生活精品,烟酒食品,烟酒茶
1029048,SMEN,SMEN,SMEN,ACTIVE,服装服饰,女装,少淑女
1028873,稚童道合,J.R.WATKINS,稚童道合,ACTIVE,儿童业态,儿童零售,儿童服饰
1028683,桑仑泰式火锅,SUANLUM,桑仑泰式火锅,ACTIVE,餐饮美食,异国餐饮,泰餐
1029038,柠檬泰,无,柠檬泰,ACTIVE,餐饮美食,异国餐饮,泰餐
1029689,桑索,无,桑索,ACTIVE,服装服饰,女装,少淑女
1029690,广客隆,无,广客隆,ACTIVE,生活精品,个人护理,化妆品集合店
1029694,喜梦宝,无,喜梦宝,ACTIVE,生活精品,家居家用,家居家饰
1029693,莫卡奴,MOKANU,莫卡奴,ACTIVE,服装服饰,女装,少淑女
1029615,一品汤香,无,一品汤香,ACTIVE,餐饮美食,自助餐,烤涮自助
1029616,锦龙堂,无,锦龙堂,ACTIVE,餐饮美食,中餐,川菜
1028749,朵国际流行舞,Lando City,朵国际流行舞,ACTIVE,儿童业态,儿童教育,儿童培训
1028517,榴芒酸奶,无,榴芒酸奶,ACTIVE,餐饮美食,饮品烘焙,甜品
1028785,love.evei,love.evei,love.evei,ACTIVE,服装服饰,女装,少淑女
1028810,四季熊,Season bear,四季熊,ACTIVE,生活精品,鞋品箱包,鞋品
1028806,茉蓝轩,无,茉蓝轩,ACTIVE,生活精品,个人护理,化妆品集合店
1028818,梵尼舍品,funny store,梵尼舍品,ACTIVE,生活精品,家居家用,家居家饰
1029520,蓝梦化妆品,无,蓝梦化妆品,ACTIVE,生活精品,个人护理,化妆品集合店
1029545,JUAEKORR,JUAEKORR,JUAEKORR,ACTIVE,服装服饰,男女集合,国内休闲
1029546,云顶户外,yundinghuwai,云顶户外,ACTIVE,生活精品,运动,户外运动
1029617,CS mall金猫银猫,CS mall金猫银猫,CS mall金猫银猫,ACTIVE,体验业态,生活服务,O2O线下体验馆
1029606,野战排,无,野战排,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1030000,芭尔诺,Baeor,芭尔诺,ACTIVE,服装服饰,男女集合,国内休闲
1029999,大渝川菜,DA YU Sichuan Cuisine,大渝川菜,ACTIVE,餐饮美食,中餐,川菜
1030089,卡普思,KAPUSI,卡普思,ACTIVE,餐饮美食,饮品烘焙,奶茶
1030149,明仕眼镜,无,明仕眼镜,ACTIVE,生活精品,杂品配饰,眼镜
1030133,九州烟酒,无,九州烟酒,ACTIVE,生活精品,烟酒食品,烟酒茶
1030157,J.C进口百货超市,无,J.C进口百货超市,ACTIVE,体验业态,生活服务,O2O线下体验馆
1030066,乔万尼,Gowani,乔万尼,ACTIVE,服装服饰,女装,淑女
1030125,DIVIMARNI,DIVIMARNI,DIVIMARNI,ACTIVE,服装服饰,男装,潮流
1030564,芮非,无,芮非,ACTIVE,服装服饰,女装,少淑女
1030955,熊,The bear,熊,ACTIVE,餐饮美食,饮品烘焙,甜品
1030952,艾琳娜甜甜屋,Elena sweet house,艾琳娜甜甜屋,ACTIVE,餐饮美食,饮品烘焙,甜品
1030948,柠柠家,waffle & ice,柠柠家,ACTIVE,餐饮美食,饮品烘焙,甜品
1030945,地瓜先生,Mr. potato,地瓜先生,ACTIVE,餐饮美食,简餐,特色小吃
1030958,米朵陶艺吧,The pottery.,米朵陶艺吧,ACTIVE,儿童业态,儿童娱乐,DIY儿童体验馆
1030950,Satchi+CAMEL,Satchi+CAMEL,Satchi+CAMEL,ACTIVE,生活精品,鞋品箱包,箱包
1030318,品生堂,PINGSHENGTANG,品生堂,ACTIVE,生活精品,烟酒食品,滋补保健
1030967,酷芙泡芙,PUFF BOX,酷芙泡芙,ACTIVE,餐饮美食,饮品烘焙,甜品
1031118,时尚小鱼+1001夜,无,时尚小鱼+1001夜,ACTIVE,儿童业态,儿童零售,儿童服饰
1031131,苏琪国际,无,苏琪国际,ACTIVE,体验业态,专业美护,美容美发
1031123,ABC库房,ABCKF,ABC库房,ACTIVE,儿童业态,儿童零售,孕婴童用品
1033964,哲卓,无,哲卓,ACTIVE,服装服饰,男装,潮流
1033826,南翔1907,无,南翔1907,ACTIVE,餐饮美食,简餐,生煎
1033809,太平洋跨境,无,太平洋跨境,ACTIVE,体验业态,生活服务,O2O线下体验馆
1033879,玖的VR,NINED,玖的VR,ACTIVE,体验业态,文化娱乐,VR/DIY体验
1033978,MISS家,无,MISS家,ACTIVE,服装服饰,男女集合,国内休闲
1030604,珍贵韩,无,珍贵韩,ACTIVE,生活精品,个人护理,化妆品集合店
1030598,糖果布丁,无,糖果布丁,ACTIVE,儿童业态,儿童零售,儿童服饰
1030647,欧泉国际,无,欧泉国际,ACTIVE,体验业态,专业美护,美容美发
1030633,S.U,无,S.U,ACTIVE,服装服饰,男装,潮流
1030632,hotwind,无,hotwind,ACTIVE,生活精品,时尚潮流,潮流集合
1030630,独奏,无,独奏,ACTIVE,服装服饰,男装,潮流
1030649,可洛丹婷,无,可洛丹婷,ACTIVE,体验业态,专业美护,美容美发
1030613,澳之冠,ROSE CROWN,澳之冠,ACTIVE,生活精品,杂品配饰,杂品集合
1029967,ZKRK,ZKRK,ZKRK,ACTIVE,服装服饰,男装,潮流
1028444,当蒸,无,当蒸,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
1028453,竹贵人,无,竹贵人,ACTIVE,生活精品,家居家用,家居家饰
1028623,捷豹,JAGUAR,捷豹,ACTIVE,生活精品,鞋品箱包,箱包
1028610,飚爽,无,飚爽,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029307,芙蓉堂,无,芙蓉堂,ACTIVE,餐饮美食,中餐,时尚融合菜
1029305,泰谷象,无,泰谷象,ACTIVE,餐饮美食,异国餐饮,泰餐
1029348,蕃茄田艺术,tomatoart,蕃茄田艺术,ACTIVE,儿童业态,儿童教育,儿童培训
1028494,18小时面包屋,18hrs Bakery,18小时面包屋,ACTIVE,餐饮美食,饮品烘焙,面包蛋糕
1028939,尚伊酷,无,尚伊酷,ACTIVE,服装服饰,男装,潮流
1028943,吉室,无,吉室,ACTIVE,餐饮美食,异国餐饮,日式料理
1029067,SHENED,SHENED,SHENED,ACTIVE,生活精品,杂品配饰,杂品集合
1029044,九牛一炉,无,九牛一炉,ACTIVE,餐饮美食,锅类,清汤火锅
1029059,溢香楼,无,溢香楼,ACTIVE,餐饮美食,中餐,时尚融合菜
1029091,南洋往事,无,南洋往事,ACTIVE,餐饮美食,中餐,粤菜（海南菜）
1029200,润枫上美,RFPERFECT,润枫上美,ACTIVE,生活精品,个人护理,化妆品
1028990,信恒盛,无,信恒盛,ACTIVE,生活精品,烟酒食品,烟酒茶
1029099,百亿优尚童装品牌折扣店,无,百亿优尚童装品牌折扣店,ACTIVE,儿童业态,儿童零售,孕婴童用品
1029156,WUKONG S,WUKONG S,WUKONG S,ACTIVE,服装服饰,男女集合,国内休闲
1029113,芬腾,fenteng,芬腾,ACTIVE,生活精品,家居家用,内衣袜品
1029333,肴拽,无,肴拽,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1029675,1840儿童乐园,无,1840儿童乐园,ACTIVE,儿童业态,儿童零售,儿童服饰
1029145,玉堂小厨,无,玉堂小厨,ACTIVE,餐饮美食,中餐,川菜
1029440,五六岛,无,五六岛,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1029137,麦子熟了,无,麦子熟了,ACTIVE,餐饮美食,简餐,中式面
1017675,万达国际旅行社,无,万达国际旅行社,ACTIVE,体验业态,生活服务,旅游通讯
1029663,派乐天,PROTW,派乐天,ACTIVE,服装服饰,男女集合,国内休闲
1028729,玛塞莉,MASELEY,玛塞莉,ACTIVE,服装服饰,女装,淑女
1028846,carmen,carmen,carmen,ACTIVE,服装服饰,女装,少淑女
1028889,海伦娜,无,海伦娜,ACTIVE,餐饮美食,自助餐,海鲜自助
1028906,贝多乐,bodolo,贝多乐,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1028946,1919酒行,无,1919酒行,ACTIVE,生活精品,烟酒食品,烟酒茶
1028929,品泰,无,品泰,ACTIVE,餐饮美食,异国餐饮,泰餐
1030143,好漂亮,Pretty Good,好漂亮,ACTIVE,体验业态,专业美护,美容美发
1030758,AGM全球购,AGM全球购,AGM全球购,ACTIVE,体验业态,生活服务,O2O线下体验馆
1030785,西石沟,无,西石沟,ACTIVE,体验业态,生活服务,旅游通讯
1030782,E.studios,E.studios,E.studios,ACTIVE,生活精品,杂品配饰,眼镜
1030787,IAMMIX 27,IAmMix 27,IAMMIX 27,ACTIVE,服装服饰,女装,少淑女
1030078,Camel King,Camel King,Camel King,ACTIVE,生活精品,鞋品箱包,鞋品
1029989,那屋宝贝,LOVE BABY,那屋宝贝,ACTIVE,儿童业态,儿童零售,孕婴童用品
1030312,百丰通讯,Buy phone,百丰通讯,ACTIVE,生活精品,数码电子,数码集合
1030302,韩吉烤肉,HANJI,韩吉烤肉,ACTIVE,餐饮美食,异国餐饮,韩式烤肉
1030296,森本家,无,森本家,ACTIVE,餐饮美食,异国餐饮,日式料理
1030293,祖奶奶萧县美食,无,祖奶奶萧县美食,ACTIVE,餐饮美食,简餐,米线/米粉
1030294,FORELFINKIDS,FORELFINKIDS,FORELFINKIDS,ACTIVE,儿童业态,儿童零售,儿童服饰
1030922,HELLO MISS,HELLO MISS,HELLO MISS,ACTIVE,体验业态,专业美护,美睫美甲
1030913,老榕树餐厅,无,老榕树餐厅,ACTIVE,餐饮美食,中餐,时尚融合菜
1030912,指间沙,无,指间沙,ACTIVE,服装服饰,女装,淑女
1030915,裕鼎鲜,无,裕鼎鲜,ACTIVE,餐饮美食,简餐,特色小吃
1029944,云尚跨境直购中心,无,云尚跨境直购中心,ACTIVE,体验业态,生活服务,O2O线下体验馆
1029961,EYE GO,EYE GO,EYE GO,ACTIVE,生活精品,杂品配饰,眼镜
1029943,嗨玩购,无,嗨玩购,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1029958,黛颜莉,无,黛颜莉,ACTIVE,体验业态,专业美护,美容美发
1029950,韩良韩国料理,无,韩良韩国料理,ACTIVE,餐饮美食,异国餐饮,韩式简餐
1029945,周麻婆,Mrs.Chou,周麻婆,ACTIVE,餐饮美食,中餐,川菜
1029865,姚同楷,yaotongkai,姚同楷,ACTIVE,儿童业态,儿童教育,儿童培训
1030578,添红叶,TIANHONGYE,添红叶,ACTIVE,服装服饰,女装,少淑女
1030580,华为旗舰店,无,华为旗舰店,ACTIVE,生活精品,数码电子,数码单品
1031138,ITMODA,无,ITMODA,ACTIVE,生活精品,杂品配饰,配饰
1031133,斯丹巴,sdanba coffe,斯丹巴,ACTIVE,餐饮美食,饮品烘焙,咖啡店
1031135,指典世家,无,指典世家,ACTIVE,体验业态,专业美护,美睫美甲
1031110,小萌虎,无,小萌虎,ACTIVE,儿童业态,儿童零售,文教玩具
1031091,罗玛鲨鱼,无,罗玛鲨鱼,ACTIVE,生活精品,鞋品箱包,鞋品
1031154,老婆臻品,无,老婆臻品,ACTIVE,生活精品,烟酒食品,零食
1028859,鞋包集合,无,鞋包集合,ACTIVE,生活精品,鞋品箱包,鞋品
1029051,罗氏金行,无,罗氏金行,ACTIVE,生活精品,黄金珠宝,黄金
1028782,小团圆,无,小团圆,ACTIVE,餐饮美食,中餐,广西菜
1028847,不只是美甲,Not only nail,不只是美甲,ACTIVE,体验业态,专业美护,美睫美甲
1029139,醉花甲,Zui Hua Jia,醉花甲,ACTIVE,餐饮美食,简餐,米线/米粉
1028345,DL,无,DL,ACTIVE,生活精品,鞋品箱包,鞋品
1028346,青轩,无,青轩,ACTIVE,生活精品,个人护理,化妆品
1028503,正凯单车,无,正凯单车,ACTIVE,儿童业态,儿童娱乐,儿童乐园
1028463,tom tailor,tom tailor,tom tailor,ACTIVE,服装服饰,男女集合,国内休闲
1028886,飞凡办公室,feifanbangongshi,飞凡办公室,ACTIVE,体验业态,生活服务,其他生活服务
1028927,MOEPING,MOEPING,MOEPING,ACTIVE,餐饮美食,饮品烘焙,奶茶
1028988,开心亿佰,无,开心亿佰,ACTIVE,大型零售,超市,平价超市
1028962,可尼丝,kenis,可尼丝,ACTIVE,服装服饰,女装,淑女
1029357,陌香花卉,minirose,陌香花卉,ACTIVE,体验业态,生活服务,婚庆花艺
1029354,TIOR,TIOR,TIOR,ACTIVE,生活精品,家居家用,家居家饰
